NOMBRE ENTIDAD,TIPO ENTIDAD,FECHA CORTE,ESTADO FINANCIERO,CODIGO CUENTA,DESCRIPCION,SALDO,MONEDA
COOPE SAN MARCOS R.L.,Sin clasificar,2026-07-30,Indicadores financieros,PROPORTIONAL_SUPERVISION,Aplica Supervisión Proporcional,0,CRC
COOPE SAN MARCOS R.L.,Sin clasificar,2026-07-30,Indicadores financieros,STATE_GUARANTEE,Garantía del Estado,0,CRC
COOPEALIANZA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,MARGIN_INTERMEDIATION,Margen de Interm Financiera,0.06340641086640933,CRC
COOPEALIANZA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,ROA,ROA,0.010381910861837056,CRC
COOPEALIANZA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,ROE,ROE,0.05735283647447684,CRC
COOPEALIANZA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,CURRENT_PORTFOLIO,Cartera de crédito al día,0.8856612168810589,CRC
COOPEALIANZA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,COVERAGE_ARREARS,Cobertura de cartera en atraso,1.248058366154479,CRC
COOPEALIANZA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,DELINQUENCY_90,Morosidad >90d y cobro judicial / Cartera Directa,0.028580739638587503,CRC
COOPEALIANZA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,OPERATING_EFFICIENCY,Eficiencia Operativa,0.462210343721011,CRC
COOPEALIANZA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,ADMIN_EXPENSE_ASSETS,Gasto administrativo sobre activos,0.028853625424387158,CRC
COOPEALIANZA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,EQUITY_COMMITMENT,Compromiso Patrimonial,-0.4351,CRC
COOPEALIANZA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,CAPITAL_ADEQUACY,Suficiencia Patrimonial,0.1952,CRC
COOPEALIANZA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,LIQUIDITY_COVERAGE,Disponibilidades e Inversiones disponibles / Obligaciones público,0.6018266204336462,CRC
COOPEALIANZA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,PROPORTIONAL_SUPERVISION,Aplica Supervisión Proporcional,1,CRC
COOPEALIANZA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,STATE_GUARANTEE,Garantía del Estado,1,CRC
COOPEANDE No.1 R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,MARGIN_INTERMEDIATION,Margen de Interm Financiera,0.04936754689066823,CRC
COOPEANDE No.1 R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,ROA,ROA,0.0028647030319509056,CRC
COOPEANDE No.1 R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,ROE,ROE,0.014796920849896365,CRC
COOPEANDE No.1 R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,CURRENT_PORTFOLIO,Cartera de crédito al día,0.9244452608586818,CRC
COOPEANDE No.1 R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,COVERAGE_ARREARS,Cobertura de cartera en atraso,0.44474785177625414,CRC
COOPEANDE No.1 R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,DELINQUENCY_90,Morosidad >90d y cobro judicial / Cartera Directa,0.033562806479015335,CRC
COOPEANDE No.1 R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,OPERATING_EFFICIENCY,Eficiencia Operativa,0.5749143584897984,CRC
COOPEANDE No.1 R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,ADMIN_EXPENSE_ASSETS,Gasto administrativo sobre activos,0.027070513803090737,CRC
COOPEANDE No.1 R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,EQUITY_COMMITMENT,Compromiso Patrimonial,-0.0126,CRC
COOPEANDE No.1 R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,CAPITAL_ADEQUACY,Suficiencia Patrimonial,0.191,CRC
COOPEANDE No.1 R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,LIQUIDITY_COVERAGE,Disponibilidades e Inversiones disponibles / Obligaciones público,0.34849949468759817,CRC
COOPEANDE No.1 R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,PROPORTIONAL_SUPERVISION,Aplica Supervisión Proporcional,1,CRC
COOPEANDE No.1 R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,STATE_GUARANTEE,Garantía del Estado,1,CRC
COOPEBANPO R.L.,Sin clasificar,2026-07-30,Indicadores financieros,MARGIN_INTERMEDIATION,Margen de Interm Financiera,0.045902881236251414,CRC
COOPEBANPO R.L.,Sin clasificar,2026-07-30,Indicadores financieros,ROA,ROA,0.0034384511944850252,CRC
COOPEBANPO R.L.,Sin clasificar,2026-07-30,Indicadores financieros,ROE,ROE,0.016057587829709168,CRC
COOPEBANPO R.L.,Sin clasificar,2026-07-30,Indicadores financieros,CURRENT_PORTFOLIO,Cartera de crédito al día,0.9226347989162413,CRC
COOPEBANPO R.L.,Sin clasificar,2026-07-30,Indicadores financieros,COVERAGE_ARREARS,Cobertura de cartera en atraso,0.5986944803728275,CRC
COOPEBANPO R.L.,Sin clasificar,2026-07-30,Indicadores financieros,DELINQUENCY_90,Morosidad >90d y cobro judicial / Cartera Directa,0.041855895682632024,CRC
COOPEBANPO R.L.,Sin clasificar,2026-07-30,Indicadores financieros,OPERATING_EFFICIENCY,Eficiencia Operativa,0.5520729591650573,CRC
COOPEBANPO R.L.,Sin clasificar,2026-07-30,Indicadores financieros,ADMIN_EXPENSE_ASSETS,Gasto administrativo sobre activos,0.02441640879941997,CRC
COOPEBANPO R.L.,Sin clasificar,2026-07-30,Indicadores financieros,EQUITY_COMMITMENT,Compromiso Patrimonial,-0.0443,CRC
COOPEBANPO R.L.,Sin clasificar,2026-07-30,Indicadores financieros,CAPITAL_ADEQUACY,Suficiencia Patrimonial,0.1905,CRC
COOPEBANPO R.L.,Sin clasificar,2026-07-30,Indicadores financieros,LIQUIDITY_COVERAGE,Disponibilidades e Inversiones disponibles / Obligaciones público,0.40680026528277585,CRC
COOPEBANPO R.L.,Sin clasificar,2026-07-30,Indicadores financieros,PROPORTIONAL_SUPERVISION,Aplica Supervisión Proporcional,0,CRC
COOPEBANPO R.L.,Sin clasificar,2026-07-30,Indicadores financieros,STATE_GUARANTEE,Garantía del Estado,0,CRC
COOPECAJA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,MARGIN_INTERMEDIATION,Margen de Interm Financiera,0.0744920931309252,CRC
COOPECAJA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,ROA,ROA,0.01293810406407598,CRC
COOPECAJA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,ROE,ROE,0.04734133040644633,CRC
COOPECAJA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,CURRENT_PORTFOLIO,Cartera de crédito al día,0.8815723897688473,CRC
COOPECAJA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,COVERAGE_ARREARS,Cobertura de cartera en atraso,0.5465063716117948,CRC
COOPECAJA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,DELINQUENCY_90,Morosidad >90d y cobro judicial / Cartera Directa,0.02512917315022035,CRC
COOPECAJA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,OPERATING_EFFICIENCY,Eficiencia Operativa,0.7297543647648153,CRC
COOPECAJA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,ADMIN_EXPENSE_ASSETS,Gasto administrativo sobre activos,0.05735683911508699,CRC
COOPECAJA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,EQUITY_COMMITMENT,Compromiso Patrimonial,-0.0961,CRC
COOPECAJA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,CAPITAL_ADEQUACY,Suficiencia Patrimonial,0.2235,CRC
COOPECAJA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,LIQUIDITY_COVERAGE,Disponibilidades e Inversiones disponibles / Obligaciones público,0.5308227307620718,CRC
COOPECAJA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,PROPORTIONAL_SUPERVISION,Aplica Supervisión Proporcional,1,CRC
COOPECAJA R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,STATE_GUARANTEE,Garantía del Estado,1,CRC
COOPECAR R.L.,Sin clasificar,2026-07-30,Indicadores financieros,MARGIN_INTERMEDIATION,Margen de Interm Financiera,0.059652455609995374,CRC
COOPECAR R.L.,Sin clasificar,2026-07-30,Indicadores financieros,ROA,ROA,0.01375452897664645,CRC
COOPECAR R.L.,Sin clasificar,2026-07-30,Indicadores financieros,ROE,ROE,0.060433558113995145,CRC
COOPECAR R.L.,Sin clasificar,2026-07-30,Indicadores financieros,CURRENT_PORTFOLIO,Cartera de crédito al día,0.7272024254589097,CRC
COOPECAR R.L.,Sin clasificar,2026-07-30,Indicadores financieros,COVERAGE_ARREARS,Cobertura de cartera en atraso,0.10086255920184803,CRC
COOPECAR R.L.,Sin clasificar,2026-07-30,Indicadores financieros,DELINQUENCY_90,Morosidad >90d y cobro judicial / Cartera Directa,0.015980844546960932,CRC
COOPECAR R.L.,Sin clasificar,2026-07-30,Indicadores financieros,OPERATING_EFFICIENCY,Eficiencia Operativa,0.7674632014019633,CRC
COOPECAR R.L.,Sin clasificar,2026-07-30,Indicadores financieros,ADMIN_EXPENSE_ASSETS,Gasto administrativo sobre activos,0.04779542913708567,CRC
COOPECAR R.L.,Sin clasificar,2026-07-30,Indicadores financieros,EQUITY_COMMITMENT,Compromiso Patrimonial,-0.0526,CRC
COOPECAR R.L.,Sin clasificar,2026-07-30,Indicadores financieros,CAPITAL_ADEQUACY,Suficiencia Patrimonial,0.2076,CRC
COOPECAR R.L.,Sin clasificar,2026-07-30,Indicadores financieros,LIQUIDITY_COVERAGE,Disponibilidades e Inversiones disponibles / Obligaciones público,0.3313237086732481,CRC
COOPECAR R.L.,Sin clasificar,2026-07-30,Indicadores financieros,PROPORTIONAL_SUPERVISION,Aplica Supervisión Proporcional,0,CRC
COOPECAR R.L.,Sin clasificar,2026-07-30,Indicadores financieros,STATE_GUARANTEE,Garantía del Estado,0,CRC
COOPEFYL R.L.,Sin clasificar,2026-07-30,Indicadores financieros,MARGIN_INTERMEDIATION,Margen de Interm Financiera,0.055702453060183225,CRC
COOPEFYL R.L.,Sin clasificar,2026-07-30,Indicadores financieros,ROA,ROA,0.017196170207313826,CRC
COOPEFYL R.L.,Sin clasificar,2026-07-30,Indicadores financieros,ROE,ROE,0.06982093221068078,CRC
COOPEFYL R.L.,Sin clasificar,2026-07-30,Indicadores financieros,CURRENT_PORTFOLIO,Cartera de crédito al día,0.9765004238459544,CRC
COOPEFYL R.L.,Sin clasificar,2026-07-30,Indicadores financieros,COVERAGE_ARREARS,Cobertura de cartera en atraso,0.7529234636142379,CRC
COOPEFYL R.L.,Sin clasificar,2026-07-30,Indicadores financieros,DELINQUENCY_90,Morosidad >90d y cobro judicial / Cartera Directa,0.009783452152948449,CRC
COOPEFYL R.L.,Sin clasificar,2026-07-30,Indicadores financieros,OPERATING_EFFICIENCY,Eficiencia Operativa,0.566167598244491,CRC
COOPEFYL R.L.,Sin clasificar,2026-07-30,Indicadores financieros,ADMIN_EXPENSE_ASSETS,Gasto administrativo sobre activos,0.02995781892707577,CRC
COOPEFYL R.L.,Sin clasificar,2026-07-30,Indicadores financieros,EQUITY_COMMITMENT,Compromiso Patrimonial,-0.017,CRC
COOPEFYL R.L.,Sin clasificar,2026-07-30,Indicadores financieros,CAPITAL_ADEQUACY,Suficiencia Patrimonial,0.2005,CRC
COOPEFYL R.L.,Sin clasificar,2026-07-30,Indicadores financieros,LIQUIDITY_COVERAGE,Disponibilidades e Inversiones disponibles / Obligaciones público,0.5931264462520198,CRC
COOPEFYL R.L.,Sin clasificar,2026-07-30,Indicadores financieros,PROPORTIONAL_SUPERVISION,Aplica Supervisión Proporcional,0,CRC
COOPEFYL R.L.,Sin clasificar,2026-07-30,Indicadores financieros,STATE_GUARANTEE,Garantía del Estado,0,CRC
COOPEGRECIA R.L.,Sin clasificar,2026-07-30,Indicadores financieros,MARGIN_INTERMEDIATION,Margen de Interm Financiera,0.030541770988080467,CRC
COOPEGRECIA R.L.,Sin clasificar,2026-07-30,Indicadores financieros,ROA,ROA,0.007834810193952223,CRC
COOPEGRECIA R.L.,Sin clasificar,2026-07-30,Indicadores financieros,ROE,ROE,0.04748704108457569,CRC
COOPEGRECIA R.L.,Sin clasificar,2026-07-30,Indicadores financieros,CURRENT_PORTFOLIO,Cartera de crédito al día,0.6752641244274599,CRC
COOPEGRECIA R.L.,Sin clasificar,2026-07-30,Indicadores financieros,COVERAGE_ARREARS,Cobertura de cartera en atraso,0.05884799675607386,CRC
COOPEGRECIA R.L.,Sin clasificar,2026-07-30,Indicadores financieros,DELINQUENCY_90,Morosidad >90d y cobro judicial / Cartera Directa,0.058852220686803645,CRC
COOPEGRECIA R.L.,Sin clasificar,2026-07-30,Indicadores financieros,OPERATING_EFFICIENCY,Eficiencia Operativa,0.6539666448732356,CRC
COOPEGRECIA R.L.,Sin clasificar,2026-07-30,Indicadores financieros,ADMIN_EXPENSE_ASSETS,Gasto administrativo sobre activos,0.02056932808450104,CRC
COOPEGRECIA R.L.,Sin clasificar,2026-07-30,Indicadores financieros,EQUITY_COMMITMENT,Compromiso Patrimonial,0,CRC
COOPEGRECIA R.L.,Sin clasificar,2026-07-30,Indicadores financieros,CAPITAL_ADEQUACY,Suficiencia Patrimonial,0.1463,CRC
COOPEGRECIA R.L.,Sin clasificar,2026-07-30,Indicadores financieros,LIQUIDITY_COVERAGE,Disponibilidades e Inversiones disponibles / Obligaciones público,0.33942909729492543,CRC
COOPEGRECIA R.L.,Sin clasificar,2026-07-30,Indicadores financieros,PROPORTIONAL_SUPERVISION,Aplica Supervisión Proporcional,0,CRC
COOPEGRECIA R.L.,Sin clasificar,2026-07-30,Indicadores financieros,STATE_GUARANTEE,Garantía del Estado,0,CRC
COOPEJUDICIALES R.L.,Sin clasificar,2026-07-30,Indicadores financieros,MARGIN_INTERMEDIATION,Margen de Interm Financiera,0.09194928813852116,CRC
COOPEJUDICIALES R.L.,Sin clasificar,2026-07-30,Indicadores financieros,ROA,ROA,0.015159765143399064,CRC
COOPEJUDICIALES R.L.,Sin clasificar,2026-07-30,Indicadores financieros,ROE,ROE,0.04106679565261902,CRC
COOPEJUDICIALES R.L.,Sin clasificar,2026-07-30,Indicadores financieros,CURRENT_PORTFOLIO,Cartera de crédito al día,0.941162659603262,CRC
COOPEJUDICIALES R.L.,Sin clasificar,2026-07-30,Indicadores financieros,COVERAGE_ARREARS,Cobertura de cartera en atraso,0.45992076230632933,CRC
COOPEJUDICIALES R.L.,Sin clasificar,2026-07-30,Indicadores financieros,DELINQUENCY_90,Morosidad >90d y cobro judicial / Cartera Directa,0.017979035959803075,CRC
COOPEJUDICIALES R.L.,Sin clasificar,2026-07-30,Indicadores financieros,OPERATING_EFFICIENCY,Eficiencia Operativa,0.7090588342640923,CRC
COOPEJUDICIALES R.L.,Sin clasificar,2026-07-30,Indicadores financieros,ADMIN_EXPENSE_ASSETS,Gasto administrativo sobre activos,0.06261172382373102,CRC
COOPEJUDICIALES R.L.,Sin clasificar,2026-07-30,Indicadores financieros,EQUITY_COMMITMENT,Compromiso Patrimonial,-0.0104,CRC
COOPEJUDICIALES R.L.,Sin clasificar,2026-07-30,Indicadores financieros,CAPITAL_ADEQUACY,Suficiencia Patrimonial,0.2619,CRC
COOPEJUDICIALES R.L.,Sin clasificar,2026-07-30,Indicadores financieros,LIQUIDITY_COVERAGE,Disponibilidades e Inversiones disponibles / Obligaciones público,0.5388010314245004,CRC
COOPEJUDICIALES R.L.,Sin clasificar,2026-07-30,Indicadores financieros,PROPORTIONAL_SUPERVISION,Aplica Supervisión Proporcional,0,CRC
COOPEJUDICIALES R.L.,Sin clasificar,2026-07-30,Indicadores financieros,STATE_GUARANTEE,Garantía del Estado,0,CRC
COOPEMEDICOS R.L.,Sin clasificar,2026-07-30,Indicadores financieros,MARGIN_INTERMEDIATION,Margen de Interm Financiera,0.055043498642665736,CRC
COOPEMEDICOS R.L.,Sin clasificar,2026-07-30,Indicadores financieros,ROA,ROA,0.011326691494352132,CRC
COOPEMEDICOS R.L.,Sin clasificar,2026-07-30,Indicadores financieros,ROE,ROE,0.05285284842658032,CRC
COOPEMEDICOS R.L.,Sin clasificar,2026-07-30,Indicadores financieros,CURRENT_PORTFOLIO,Cartera de crédito al día,0.9103670674023046,CRC
COOPEMEDICOS R.L.,Sin clasificar,2026-07-30,Indicadores financieros,COVERAGE_ARREARS,Cobertura de cartera en atraso,0.532685085915689,CRC
COOPEMEDICOS R.L.,Sin clasificar,2026-07-30,Indicadores financieros,DELINQUENCY_90,Morosidad >90d y cobro judicial / Cartera Directa,0.03727007762373881,CRC
COOPEMEDICOS R.L.,Sin clasificar,2026-07-30,Indicadores financieros,OPERATING_EFFICIENCY,Eficiencia Operativa,0.5839564661511972,CRC
COOPEMEDICOS R.L.,Sin clasificar,2026-07-30,Indicadores financieros,ADMIN_EXPENSE_ASSETS,Gasto administrativo sobre activos,0.03178287663039448,CRC
COOPEMEDICOS R.L.,Sin clasificar,2026-07-30,Indicadores financieros,EQUITY_COMMITMENT,Compromiso Patrimonial,-0.0467,CRC
COOPEMEDICOS R.L.,Sin clasificar,2026-07-30,Indicadores financieros,CAPITAL_ADEQUACY,Suficiencia Patrimonial,0.1947,CRC
COOPEMEDICOS R.L.,Sin clasificar,2026-07-30,Indicadores financieros,LIQUIDITY_COVERAGE,Disponibilidades e Inversiones disponibles / Obligaciones público,0.5306411381283412,CRC
COOPEMEDICOS R.L.,Sin clasificar,2026-07-30,Indicadores financieros,PROPORTIONAL_SUPERVISION,Aplica Supervisión Proporcional,0,CRC
COOPEMEDICOS R.L.,Sin clasificar,2026-07-30,Indicadores financieros,STATE_GUARANTEE,Garantía del Estado,0,CRC
COOPEMEP R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,MARGIN_INTERMEDIATION,Margen de Interm Financiera,0.07083593995854778,CRC
COOPEMEP R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,ROA,ROA,0.008569307035558183,CRC
COOPEMEP R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,ROE,ROE,0.03860289456602664,CRC
COOPEMEP R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,CURRENT_PORTFOLIO,Cartera de crédito al día,0.9626705396473632,CRC
COOPEMEP R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,COVERAGE_ARREARS,Cobertura de cartera en atraso,0.49297043036457844,CRC
COOPEMEP R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,DELINQUENCY_90,Morosidad >90d y cobro judicial / Cartera Directa,0.023313641117876094,CRC
COOPEMEP R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,OPERATING_EFFICIENCY,Eficiencia Operativa,0.6700646226677579,CRC
COOPEMEP R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,ADMIN_EXPENSE_ASSETS,Gasto administrativo sobre activos,0.0493328170331775,CRC
COOPEMEP R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,EQUITY_COMMITMENT,Compromiso Patrimonial,-0.0335,CRC
COOPEMEP R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,CAPITAL_ADEQUACY,Suficiencia Patrimonial,0.1838,CRC
COOPEMEP R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,LIQUIDITY_COVERAGE,Disponibilidades e Inversiones disponibles / Obligaciones público,0.5708898016261434,CRC
COOPEMEP R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,PROPORTIONAL_SUPERVISION,Aplica Supervisión Proporcional,1,CRC
COOPEMEP R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,STATE_GUARANTEE,Garantía del Estado,1,CRC
COOPENAE R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,MARGIN_INTERMEDIATION,Margen de Interm Financiera,0.05785401614058196,CRC
COOPENAE R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,ROA,ROA,0.011841687353390366,CRC
COOPENAE R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,ROE,ROE,0.0616975539836883,CRC
COOPENAE R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,CURRENT_PORTFOLIO,Cartera de crédito al día,0.9163813796314345,CRC
COOPENAE R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,COVERAGE_ARREARS,Cobertura de cartera en atraso,0.46401214749050035,CRC
COOPENAE R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,DELINQUENCY_90,Morosidad >90d y cobro judicial / Cartera Directa,0,CRC
COOPENAE R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,OPERATING_EFFICIENCY,Eficiencia Operativa,0.504568998194133,CRC
COOPENAE R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,ADMIN_EXPENSE_ASSETS,Gasto administrativo sobre activos,0.0314380333546023,CRC
COOPENAE R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,EQUITY_COMMITMENT,Compromiso Patrimonial,-0.0382,CRC
COOPENAE R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,CAPITAL_ADEQUACY,Suficiencia Patrimonial,0.1989,CRC
COOPENAE R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,LIQUIDITY_COVERAGE,Disponibilidades e Inversiones disponibles / Obligaciones público,0.3856180500075377,CRC
COOPENAE R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,PROPORTIONAL_SUPERVISION,Aplica Supervisión Proporcional,1,CRC
COOPENAE R.L.,Cooperativas de Ahorro y crédito supervisadas*,2026-07-30,Indicadores financieros,STATE_GUARANTEE,Garantía del Estado,1,CRC
COOPESANRAMON R.L.,Sin clasificar,2026-07-30,Indicadores financieros,MARGIN_INTERMEDIATION,Margen de Interm Financiera,0.049043248218436385,CRC
COOPESANRAMON R.L.,Sin clasificar,2026-07-30,Indicadores financieros,ROA,ROA,0.01358918460196695,CRC
COOPESANRAMON R.L.,Sin clasificar,2026-07-30,Indicadores financieros,ROE,ROE,0.05941736049584986,CRC
COOPESANRAMON R.L.,Sin clasificar,2026-07-30,Indicadores financieros,CURRENT_PORTFOLIO,Cartera de crédito al día,0.6994887401538651,CRC
COOPESANRAMON R.L.,Sin clasificar,2026-07-30,Indicadores financieros,COVERAGE_ARREARS,Cobertura de cartera en atraso,0.15536873647065938,CRC
COOPESANRAMON R.L.,Sin clasificar,2026-07-30,Indicadores financieros,DELINQUENCY_90,Morosidad >90d y cobro judicial / Cartera Directa,0.021956018301650275,CRC
COOPESANRAMON R.L.,Sin clasificar,2026-07-30,Indicadores financieros,OPERATING_EFFICIENCY,Eficiencia Operativa,0.6975839143920639,CRC
COOPESANRAMON R.L.,Sin clasificar,2026-07-30,Indicadores financieros,ADMIN_EXPENSE_ASSETS,Gasto administrativo sobre activos,0.035523896527997624,CRC
COOPESANRAMON R.L.,Sin clasificar,2026-07-30,Indicadores financieros,EQUITY_COMMITMENT,Compromiso Patrimonial,-0.0943,CRC
COOPESANRAMON R.L.,Sin clasificar,2026-07-30,Indicadores financieros,CAPITAL_ADEQUACY,Suficiencia Patrimonial,0.2032,CRC
COOPESANRAMON R.L.,Sin clasificar,2026-07-30,Indicadores financieros,LIQUIDITY_COVERAGE,Disponibilidades e Inversiones disponibles / Obligaciones público,0.3396793302295371,CRC
COOPESANRAMON R.L.,Sin clasificar,2026-07-30,Indicadores financieros,PROPORTIONAL_SUPERVISION,Aplica Supervisión Proporcional,0,CRC
COOPESANRAMON R.L.,Sin clasificar,2026-07-30,Indicadores financieros,STATE_GUARANTEE,Garantía del Estado,0,CRC
COOPEUNA,Sin clasificar,2026-07-30,Indicadores financieros,MARGIN_INTERMEDIATION,Margen de Interm Financiera,0.053741630380969165,CRC
COOPEUNA,Sin clasificar,2026-07-30,Indicadores financieros,ROA,ROA,-0.003578869001611316,CRC
COOPEUNA,Sin clasificar,2026-07-30,Indicadores financieros,ROE,ROE,-0.01793106944888761,CRC
COOPEUNA,Sin clasificar,2026-07-30,Indicadores financieros,CURRENT_PORTFOLIO,Cartera de crédito al día,0.9366624757927673,CRC
COOPEUNA,Sin clasificar,2026-07-30,Indicadores financieros,COVERAGE_ARREARS,Cobertura de cartera en atraso,0.40925321520030095,CRC
COOPEUNA,Sin clasificar,2026-07-30,Indicadores financieros,DELINQUENCY_90,Morosidad >90d y cobro judicial / Cartera Directa,0.029870217865629392,CRC
COOPEUNA,Sin clasificar,2026-07-30,Indicadores financieros,OPERATING_EFFICIENCY,Eficiencia Operativa,0.8417112314285129,CRC
COOPEUNA,Sin clasificar,2026-07-30,Indicadores financieros,ADMIN_EXPENSE_ASSETS,Gasto administrativo sobre activos,0.05914904647317091,CRC
COOPEUNA,Sin clasificar,2026-07-30,Indicadores financieros,EQUITY_COMMITMENT,Compromiso Patrimonial,-0.0592,CRC
COOPEUNA,Sin clasificar,2026-07-30,Indicadores financieros,CAPITAL_ADEQUACY,Suficiencia Patrimonial,0.1935,CRC
COOPEUNA,Sin clasificar,2026-07-30,Indicadores financieros,LIQUIDITY_COVERAGE,Disponibilidades e Inversiones disponibles / Obligaciones público,0.813727725767694,CRC
COOPEUNA,Sin clasificar,2026-07-30,Indicadores financieros,PROPORTIONAL_SUPERVISION,Aplica Supervisión Proporcional,0,CRC
COOPEUNA,Sin clasificar,2026-07-30,Indicadores financieros,STATE_GUARANTEE,Garantía del Estado,0,CRC
CREDECOOP R.L.,Sin clasificar,2026-07-30,Indicadores financieros,MARGIN_INTERMEDIATION,Margen de Interm Financiera,0.0647855949001185,CRC
CREDECOOP R.L.,Sin clasificar,2026-07-30,Indicadores financieros,ROA,ROA,0.013009091536057128,CRC
CREDECOOP R.L.,Sin clasificar,2026-07-30,Indicadores financieros,ROE,ROE,0.059723673438678584,CRC
